void,int_arg,long_arg,string_arg,int_array,float_array,string_array,object_arg,euclidean_arg
0.008205652236938477,0.002172231674194336,0.00186920166015625,0.0019457340240478516,0.002415895462036133,0.0024209022521972656,0.0035355091094970703,0.0020673274993896484,0.004881381988525391
0.002866506576538086,0.0036840438842773438,0.0021665096282958984,0.00411534309387207,0.002549409866333008,0.00687098503112793,0.0033600330352783203,0.001987934112548828,0.0033791065216064453
0.0023009777069091797,0.0022373199462890625,0.0018544197082519531,0.002116680145263672,0.006060361862182617,0.0052373409271240234,0.003394603729248047,0.002344846725463867,0.002690553665161133
0.0023708343505859375,0.001871347427368164,0.0024590492248535156,0.0019173622131347656,0.0021240711212158203,0.004206418991088867,0.003412485122680664,0.002716541290283203,0.003172636032104492
0.0024063587188720703,0.0020525455474853516,0.0018558502197265625,0.002225637435913086,0.002216815948486328,0.005346059799194336,0.003573179244995117,0.0031991004943847656,0.002134084701538086
0.002076387405395508,0.007094860076904297,0.0020074844360351562,0.002210378646850586,0.0027472972869873047,0.003290891647338867,0.003602743148803711,0.0024521350860595703,0.0039010047912597656
0.002201557159423828,0.0023660659790039062,0.0024182796478271484,0.002221822738647461,0.0024907588958740234,0.006627798080444336,0.0033922195434570312,0.002444744110107422,0.0023717880249023438
0.004067420959472656,0.0021457672119140625,0.004463911056518555,0.0021233558654785156,0.0027952194213867188,0.0031538009643554688,0.007173776626586914,0.0020689964294433594,0.0017876625061035156
0.002989053726196289,0.001821756362915039,0.004893779754638672,0.0026695728302001953,0.0022249221801757812,0.005573272705078125,0.04437065124511719,0.00189971923828125,0.0019083023071289062
0.002604246139526367,0.0019211769104003906,0.0018062591552734375,0.002429485321044922,0.0024018287658691406,0.003166675567626953,0.0037653446197509766,0.0020780563354492188,0.0022542476654052734
0.002093791961669922,0.002360105514526367,0.0018684864044189453,0.0021457672119140625,0.002074003219604492,0.002530336380004883,0.004232645034790039,0.0019843578338623047,0.0037255287170410156
0.0026280879974365234,0.0020706653594970703,0.0018148422241210938,0.001960277557373047,0.0021848678588867188,0.0026352405548095703,0.0039691925048828125,0.001950979232788086,0.0019459724426269531
0.001641988754272461,0.0023076534271240234,0.004938840866088867,0.0020401477813720703,0.002458333969116211,0.0038874149322509766,0.0051784515380859375,0.0021665096282958984,0.001981019973754883
0.0019299983978271484,0.0017924308776855469,0.004520893096923828,0.0018491744995117188,0.002130746841430664,0.004533290863037109,0.003172636032104492,0.0033605098724365234,0.0018069744110107422
0.002188444137573242,0.0018513202667236328,0.004940032958984375,0.0034558773040771484,0.0019659996032714844,0.002930164337158203,0.0034258365631103516,0.0021054744720458984,0.0018160343170166016
0.002115011215209961,0.002535104751586914,0.0019221305847167969,0.002057790756225586,0.0017764568328857422,0.0028676986694335938,0.00341033935546875,0.002214193344116211,0.0017197132110595703
0.001870870590209961,0.0018908977508544922,0.0020482540130615234,0.0018227100372314453,0.0019173622131347656,0.0027527809143066406,0.0036242008209228516,0.0019218921661376953,0.002023935317993164
0.002599477767944336,0.0020821094512939453,0.0018527507781982422,0.002015829086303711,0.0020537376403808594,0.004100322723388672,0.004991054534912109,0.001806497573852539,0.0015113353729248047
0.002398252487182617,0.0037827491760253906,0.001989603042602539,0.007776021957397461,0.0048449039459228516,0.003972768783569336,0.0041615962982177734,0.0017867088317871094,0.0040395259857177734
0.0015883445739746094,0.002283811569213867,0.0022475719451904297,0.002131223678588867,0.0021486282348632812,0.002701282501220703,0.005433559417724609,0.002006053924560547,0.0018613338470458984
0.0025787353515625,0.0020732879638671875,0.0017130374908447266,0.0023941993713378906,0.0020706653594970703,0.002792835235595703,0.00393986701965332,0.0019459724426269531,0.0019788742065429688
0.0019202232360839844,0.005850315093994141,0.002580881118774414,0.0020415782928466797,0.002012968063354492,0.002521991729736328,0.006541728973388672,0.0019233226776123047,0.0017414093017578125
0.001943826675415039,0.005017995834350586,0.0015532970428466797,0.002182483673095703,0.0024123191833496094,0.0034503936767578125,0.006446123123168945,0.0025446414947509766,0.0019121170043945312
0.002008199691772461,0.0041658878326416016,0.001684427261352539,0.002747774124145508,0.0020771026611328125,0.002874135971069336,0.004274129867553711,0.0034122467041015625,0.007170915603637695
0.002958536148071289,0.005457639694213867,0.0017194747924804688,0.0019199848175048828,0.002283811569213867,0.002802610397338867,0.003806591033935547,0.00402522087097168,0.002472400665283203
0.0037322044372558594,0.002208709716796875,0.0017218589782714844,0.001981496810913086,0.005026102066040039,0.002710580825805664,0.003854513168334961,0.004553794860839844,0.0016665458679199219
0.0036711692810058594,0.0021059513092041016,0.0017304420471191406,0.0023336410522460938,0.0022933483123779297,0.002758502960205078,0.004029273986816406,0.007035017013549805,0.0027496814727783203
0.006872653961181641,0.0028030872344970703,0.0029430389404296875,0.002176523208618164,0.0025343894958496094,0.0028891563415527344,0.0035905838012695312,0.001981019973754883,0.002191305160522461
0.0018916130065917969,0.0019714832305908203,0.0018439292907714844,0.00185394287109375,0.002363920211791992,0.002412080764770508,0.0034689903259277344,0.0019683837890625,0.0023293495178222656
0.0029535293579101562,0.0020575523376464844,0.0019283294677734375,0.0020856857299804688,0.002091646194458008,0.002466917037963867,0.003597736358642578,0.0026221275329589844,0.0018723011016845703
0.0032339096069335938,0.0019927024841308594,0.0018596649169921875,0.0019659996032714844,0.0023996829986572266,0.005028963088989258,0.00600743293762207,0.002557039260864258,0.0019445419311523438
0.0023059844970703125,0.002079486846923828,0.0018210411071777344,0.002002239227294922,0.003084897994995117,0.004861593246459961,0.005680084228515625,0.0019028186798095703,0.0018434524536132812
0.002134561538696289,0.002499103546142578,0.007142543792724609,0.0027687549591064453,0.006315946578979492,0.0025157928466796875,0.0041103363037109375,0.0025153160095214844,0.0021927356719970703
0.0037703514099121094,0.0020754337310791016,0.0021619796752929688,0.0057468414306640625,0.004990339279174805,0.002567768096923828,0.003518819808959961,0.005758762359619141,0.0019178390502929688
0.003941535949707031,0.0021746158599853516,0.002151012420654297,0.004994630813598633,0.002097606658935547,0.004176139831542969,0.0037784576416015625,0.002043008804321289,0.0019817352294921875
0.0018138885498046875,0.002135753631591797,0.001833200454711914,0.002286195755004883,0.002605438232421875,0.002556324005126953,0.00333404541015625,0.002461671829223633,0.0016350746154785156
0.0017933845520019531,0.002201080322265625,0.0020101070404052734,0.0025522708892822266,0.006602048873901367,0.0031783580780029297,0.00437617301940918,0.0037994384765625,0.0020062923431396484
0.001718759536743164,0.0017802715301513672,0.002017498016357422,0.003922700881958008,0.0020902156829833984,0.0045871734619140625,0.0038576126098632812,0.001804351806640625,0.0015935897827148438
0.0021369457244873047,0.0017397403717041016,0.002509593963623047,0.0025970935821533203,0.007508039474487305,0.002530336380004883,0.004082679748535156,0.0021805763244628906,0.0019409656524658203
0.04467272758483887,0.002468109130859375,0.0016994476318359375,0.0023202896118164062,0.0025606155395507812,0.0026383399963378906,0.0036363601684570312,0.0021011829376220703,0.0022001266479492188
0.0026950836181640625,0.002455472946166992,0.0021932125091552734,0.004168987274169922,0.0018472671508789062,0.003539562225341797,0.0033926963806152344,0.0022325515747070312,0.0042781829833984375
0.002574920654296875,0.0018258094787597656,0.0024318695068359375,0.0018885135650634766,0.0025053024291992188,0.003242015838623047,0.0036954879760742188,0.003215789794921875,0.002126932144165039
