void,int_arg,long_arg,string_arg,int_array,float_array,string_array,object_arg,euclidean_arg
0.015050172805786133,0.007460832595825195,0.007215738296508789,0.008649587631225586,0.008733034133911133,0.005691051483154297,0.006147861480712891,0.00834345817565918,0.15683197975158691
0.0066759586334228516,0.0054056644439697266,0.004616260528564453,0.006350278854370117,0.006547212600708008,0.008455514907836914,0.0071713924407958984,0.006280660629272461,0.20866155624389648
0.005173206329345703,0.012365341186523438,0.008285999298095703,0.0070607662200927734,0.005822420120239258,0.004641532897949219,0.005583763122558594,0.004979133605957031,0.1943197250366211
0.006502866744995117,0.0062105655670166016,0.005265235900878906,0.007506370544433594,0.006477832794189453,0.0046291351318359375,0.004959583282470703,0.004738330841064453,0.17462944984436035
0.004263877868652344,0.004677295684814453,0.005406856536865234,0.005570411682128906,0.0059130191802978516,0.006766080856323242,0.006090402603149414,0.00976705551147461,0.22446632385253906
0.00519561767578125,0.008130550384521484,0.005692243576049805,0.0058209896087646484,0.005373239517211914,0.007438182830810547,0.00695490837097168,0.01085662841796875,0.17911148071289062
0.005286693572998047,0.009014129638671875,0.004411220550537109,0.0058972835540771484,0.006131172180175781,0.005519390106201172,0.004804134368896484,0.007347822189331055,0.18777227401733398
0.0049076080322265625,0.008707761764526367,0.004950046539306641,0.0058782100677490234,0.005250453948974609,0.011707305908203125,0.00572967529296875,0.0047414302825927734,0.17229914665222168
0.004508495330810547,0.007532596588134766,0.005251169204711914,0.005144357681274414,0.008899927139282227,0.010135173797607422,0.009521007537841797,0.006299018859863281,0.24069428443908691
0.007775783538818359,0.005559206008911133,0.01219487190246582,0.009214162826538086,0.005384683609008789,0.007948637008666992,0.005185127258300781,0.005495309829711914,0.18544340133666992
0.004317522048950195,0.007437944412231445,0.011191844940185547,0.004800319671630859,0.0046956539154052734,0.004786491394042969,0.005534172058105469,0.004525899887084961,0.1734473705291748
0.005089759826660156,0.0046443939208984375,0.008190155029296875,0.004554033279418945,0.0047724246978759766,0.0053501129150390625,0.00537562370300293,0.0072329044342041016,0.1752026081085205
0.00444483757019043,0.006246089935302734,0.005031585693359375,0.0050623416900634766,0.0061702728271484375,0.004326581954956055,0.004428386688232422,0.004689455032348633,0.18635821342468262
0.004324197769165039,0.004667997360229492,0.007502317428588867,0.004609584808349609,0.004444599151611328,0.004913330078125,0.004853010177612305,0.00881195068359375,0.1749863624572754
