void,boolean,int_arg,long_arg,string32_arg,string512_arg,string1024_arg,int_array,float_array,string_array,object_arg,euclidean_arg
0.005420207977294922,0.00040984153747558594,0.0003883838653564453,0.00055694580078125,0.0003910064697265625,0.00040268898010253906,0.0004024505615234375,0.0004887580871582031,0.0004794597625732422,0.00046133995056152344,0.0009007453918457031,0.015032529830932617
0.0010616779327392578,0.00042748451232910156,0.00038743019104003906,0.0005562305450439453,0.0003917217254638672,0.0004057884216308594,0.0003986358642578125,0.00048089027404785156,0.00048089027404785156,0.0005109310150146484,0.0005171298980712891,0.012572526931762695
0.0007793903350830078,0.00040459632873535156,0.0003917217254638672,0.00054931640625,0.0004062652587890625,0.00041294097900390625,0.0003993511199951172,0.00048089027404785156,0.00048613548278808594,0.0004825592041015625,0.0005075931549072266,0.05762958526611328
0.0006003379821777344,0.0003955364227294922,0.00038695335388183594,0.0005500316619873047,0.0003921985626220703,0.0004019737243652344,0.0003993511199951172,0.0004782676696777344,0.0005354881286621094,0.0005171298980712891,0.0005154609680175781,0.05940413475036621
0.0006439685821533203,0.0003974437713623047,0.00040221214294433594,0.0005884170532226562,0.0003914833068847656,0.0004017353057861328,0.000400543212890625,0.0004818439483642578,0.0005297660827636719,0.0006313323974609375,0.0004863739013671875,0.1123039722442627
0.00045108795166015625,0.0003962516784667969,0.0003867149353027344,0.0005509853363037109,0.00038886070251464844,0.00039958953857421875,0.0003993511199951172,0.0004935264587402344,0.0005192756652832031,0.0005881786346435547,0.00048065185546875,0.06239509582519531
0.0004017353057861328,0.0003955364227294922,0.0003826618194580078,0.0005497932434082031,0.00039124488830566406,0.0003998279571533203,0.0003998279571533203,0.00047779083251953125,0.00048065185546875,0.0005118846893310547,0.0004801750183105469,0.05966663360595703
0.0003902912139892578,0.0003962516784667969,0.0003826618194580078,0.0005509853363037109,0.00039076805114746094,0.0004012584686279297,0.00040030479431152344,0.00048041343688964844,0.0004792213439941406,0.000514984130859375,0.00048089027404785156,0.06159067153930664
0.00038933753967285156,0.00039768218994140625,0.00038433074951171875,0.0005490779876708984,0.0003924369812011719,0.0004029273986816406,0.00040984153747558594,0.00048279762268066406,0.0004744529724121094,0.0005106925964355469,0.0004773139953613281,0.11557817459106445
0.0003838539123535156,0.00039958953857421875,0.00038933753967285156,0.0005497932434082031,0.00039315223693847656,0.00040078163146972656,0.0004017353057861328,0.0004832744598388672,0.000476837158203125,0.00047779083251953125,0.00047850608825683594,0.0628664493560791
0.0003726482391357422,0.0003955364227294922,0.0003826618194580078,0.0005514621734619141,0.00038886070251464844,0.0004029273986816406,0.00040149688720703125,0.0004794597625732422,0.0004849433898925781,0.0005006790161132812,0.00047850608825683594,0.0609893798828125
0.0003695487976074219,0.0004100799560546875,0.0003829002380371094,0.0005888938903808594,0.0003910064697265625,0.0003998279571533203,0.0004000663757324219,0.00047898292541503906,0.0004849433898925781,0.0005328655242919922,0.000492095947265625,0.0647883415222168
0.0003688335418701172,0.0003943443298339844,0.0003840923309326172,0.0005512237548828125,0.000400543212890625,0.0004146099090576172,0.00040078163146972656,0.00048160552978515625,0.00048041343688964844,0.0004982948303222656,0.0004756450653076172,0.06358885765075684
0.00036978721618652344,0.000392913818359375,0.00039505958557128906,0.0005519390106201172,0.00039196014404296875,0.00040078163146972656,0.0004000663757324219,0.0004899501800537109,0.0004763603210449219,0.00047659873962402344,0.0004756450653076172,0.06058216094970703
0.0003669261932373047,0.0003933906555175781,0.0003826618194580078,0.0005500316619873047,0.0003917217254638672,0.0004012584686279297,0.000400543212890625,0.0004792213439941406,0.0004775524139404297,0.0004754066467285156,0.00047898292541503906,0.05731916427612305
0.00040650367736816406,0.00039196014404296875,0.0003857612609863281,0.0005488395690917969,0.0003917217254638672,0.00040030479431152344,0.000400543212890625,0.00047969818115234375,0.00047707557678222656,0.0004980564117431641,0.00047850608825683594,0.06281495094299316
0.0004019737243652344,0.00039577484130859375,0.0003840923309326172,0.0005517005920410156,0.00039768218994140625,0.0004029273986816406,0.0004000663757324219,0.00047969818115234375,0.00048041343688964844,0.0005438327789306641,0.00047898292541503906,0.0613253116607666
0.0003726482391357422,0.0003981590270996094,0.00038361549377441406,0.0005505084991455078,0.0003902912139892578,0.0003998279571533203,0.000400543212890625,0.0004775524139404297,0.00047707557678222656,0.0005338191986083984,0.0004792213439941406,0.10626053810119629
0.0003719329833984375,0.0003933906555175781,0.00038504600524902344,0.0005838871002197266,0.00039124488830566406,0.00040078163146972656,0.0004069805145263672,0.000476837158203125,0.00047469139099121094,0.0005292892456054688,0.0004773139953613281,0.06109142303466797
0.000370025634765625,0.0003948211669921875,0.0003864765167236328,0.0005552768707275391,0.00039076805114746094,0.0004115104675292969,0.00040459632873535156,0.000476837158203125,0.00048613548278808594,0.0005173683166503906,0.000484466552734375,0.05992388725280762
0.00036978721618652344,0.00039649009704589844,0.00038242340087890625,0.0005543231964111328,0.00039315223693847656,0.0003986358642578125,0.0003991127014160156,0.00048542022705078125,0.00047850608825683594,0.000522613525390625,0.0004801750183105469,0.06538128852844238
0.0003669261932373047,0.00041174888610839844,0.00038361549377441406,0.0005519390106201172,0.0003917217254638672,0.0004069805145263672,0.00039839744567871094,0.0004901885986328125,0.00047898292541503906,0.0005278587341308594,0.00047659873962402344,0.10510540008544922
0.0003707408905029297,0.0003948211669921875,0.00038242340087890625,0.0005507469177246094,0.00040030479431152344,0.0004031658172607422,0.0003981590270996094,0.0004818439483642578,0.00047469139099121094,0.00048089027404785156,0.00047707557678222656,0.06497764587402344
0.0003750324249267578,0.0003941059112548828,0.0003917217254638672,0.0005517005920410156,0.00039267539978027344,0.0003991127014160156,0.0004413127899169922,0.0004792213439941406,0.00047779083251953125,0.0004923343658447266,0.0004792213439941406,0.06452131271362305
0.0003790855407714844,0.0003936290740966797,0.0003857612609863281,0.0005509853363037109,0.0003921985626220703,0.0004012584686279297,0.0004589557647705078,0.00047707557678222656,0.0004737377166748047,0.0004932880401611328,0.000476837158203125,0.05951333045959473
