void,boolean,int_arg,long_arg,string32_arg,string512_arg,string1024_arg,int_array,float_array,string_array,object_arg,euclidean_arg
0.01195669174194336,0.004039764404296875,0.004249095916748047,0.004413604736328125,0.0038421154022216797,0.004551410675048828,0.00406336784362793,0.004478931427001953,0.0053746700286865234,0.003706216812133789,0.007649421691894531,0.12055039405822754
0.004270792007446289,0.005586862564086914,0.003656625747680664,0.004044294357299805,0.00581812858581543,0.006941556930541992,0.0038437843322753906,0.0052776336669921875,0.00525665283203125,0.0045506954193115234,0.004415988922119141,0.19736790657043457
0.0039691925048828125,0.004026174545288086,0.006248950958251953,0.005586147308349609,0.0035812854766845703,0.005297183990478516,0.0053157806396484375,0.00645756721496582,0.005722522735595703,0.0045888423919677734,0.0045778751373291016,0.1473557949066162
0.004884004592895508,0.0043299198150634766,0.004454851150512695,0.00500035285949707,0.003978252410888672,0.003922939300537109,0.0038330554962158203,0.006597995758056641,0.005373716354370117,0.005635261535644531,0.00744938850402832,0.15945148468017578
0.004557371139526367,0.0037453174591064453,0.004502773284912109,0.003598928451538086,0.0067064762115478516,0.006038188934326172,0.013938665390014648,0.004404306411743164,0.004796266555786133,0.005703926086425781,0.006807088851928711,0.19955015182495117
0.007755279541015625,0.005218505859375,0.00645136833190918,0.003927469253540039,0.0036058425903320312,0.0038819313049316406,0.006231069564819336,0.005489349365234375,0.007321596145629883,0.009750127792358398,0.005406856536865234,0.15430402755737305
0.0046918392181396484,0.0048792362213134766,0.004500150680541992,0.005175590515136719,0.0075147151947021484,0.0045473575592041016,0.00655674934387207,0.013998985290527344,0.004403352737426758,0.005591869354248047,0.004757881164550781,0.14931964874267578
0.004715442657470703,0.006436824798583984,0.004762172698974609,0.0043447017669677734,0.003903627395629883,0.004213094711303711,0.0053310394287109375,0.004687786102294922,0.005785465240478516,0.0043048858642578125,0.0052950382232666016,0.15241384506225586
0.0037584304809570312,0.004456043243408203,0.006147623062133789,0.0037174224853515625,0.0037119388580322266,0.004842042922973633,0.0049397945404052734,0.005292415618896484,0.004503011703491211,0.0054318904876708984,0.004994869232177734,0.20104408264160156
0.004967689514160156,0.005263328552246094,0.0038299560546875,0.004939079284667969,0.006413459777832031,0.004515886306762695,0.004552125930786133,0.003896951675415039,0.0056324005126953125,0.007097721099853516,0.004345893859863281,0.156982421875
0.0034093856811523438,0.006178617477416992,0.0054056644439697266,0.0035924911499023438,0.0046138763427734375,0.003936052322387695,0.005178213119506836,0.00401759147644043,0.008841276168823242,0.004372119903564453,0.007036685943603516,0.15189838409423828
0.0045740604400634766,0.0041980743408203125,0.007315397262573242,0.0037126541137695312,0.004656076431274414,0.003991842269897461,0.006497859954833984,0.004856109619140625,0.0055637359619140625,0.004877328872680664,0.00539398193359375,0.15467262268066406
0.005011081695556641,0.0047206878662109375,0.005086183547973633,0.005619525909423828,0.00453495979309082,0.003821849822998047,0.00471186637878418,0.005549430847167969,0.007193565368652344,0.005580425262451172,0.004312276840209961,0.18814396858215332
0.003734111785888672,0.005058765411376953,0.0035941600799560547,0.004339933395385742,0.0038614273071289062,0.0035736560821533203,0.007704734802246094,0.0047321319580078125,0.006441831588745117,0.006107807159423828,0.005632162094116211,0.15512895584106445
0.003598451614379883,0.004798173904418945,0.006668806076049805,0.004774570465087891,0.0047724246978759766,0.004697561264038086,0.0061643123626708984,0.004664182662963867,0.004990339279174805,0.006561756134033203,0.003731966018676758,0.16355681419372559
0.0049076080322265625,0.006098508834838867,0.004742860794067383,0.0045816898345947266,0.00520014762878418,0.003984212875366211,0.0042133331298828125,0.004559755325317383,0.0050580501556396484,0.0045621395111083984,0.004950284957885742,0.15881800651550293
0.0036673545837402344,0.00461125373840332,0.004339694976806641,0.00461578369140625,0.0042994022369384766,0.0038547515869140625,0.004808664321899414,0.005429506301879883,0.009352922439575195,0.004456043243408203,0.004799604415893555,0.16530489921569824
0.0038003921508789062,0.004526853561401367,0.004695415496826172,0.0038192272186279297,0.004870414733886719,0.004798412322998047,0.0048961639404296875,0.004076242446899414,0.0047223567962646484,0.004853487014770508,0.004712104797363281,0.1970539093017578
0.004625797271728516,0.005036354064941406,0.0038194656372070312,0.004579305648803711,0.009499788284301758,0.00469970703125,0.005858898162841797,0.004763126373291016,0.009387969970703125,0.004528522491455078,0.004906415939331055,0.2296748161315918
0.0038509368896484375,0.004199028015136719,0.0037047863006591797,0.005177497863769531,0.004367351531982422,0.004645824432373047,0.0049288272857666016,0.00613093376159668,0.004649639129638672,0.0052547454833984375,0.0051898956298828125,0.16275787353515625
